City,Year,Month,YYYY-MM,Avg_PM2.5_ugm3,Avg_NO2_ppb,Avg_AQI,Avg_Temp_C,Rainfall_mm,WindSpeed_ms,PBL_Height_m,Geography_Tag,Population_million,Green_Cover_pct,Waste_Generation_Mt,Major_Policy_Event,Policy_Event_Flag,Source_Link,Notes,source_tag,quality_flag,PM2.5_rolling_avg,NO2_rolling_avg,PM2.5_anomaly,NO2_anomaly,Composite_Score,Grade
Delhi,2024,5,2024-05-01,104.0,33.3,176,31.2,11.0,3.0,1000,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Hot season,OpenAQ + Satellite,0,101.33333333333331,32.43333333333333,-0.2887192280929438,-0.2875085066294956,0.663525936219464,S
Delhi,2024,6,2024-06-01,56.0,17.9,149,32.2,78.0,3.2,1300,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Monsoon onset; 0.7x annual avg,OpenAQ + Satellite,0,85.33333333333333,27.3,-1.0917364456673366,-1.0926897408781533,0.7179351094091002,SS
Delhi,2024,7,2024-07-01,48.0,15.4,138,29.8,238.0,2.8,1400,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Peak monsoon; 0.6x multiplier,OpenAQ + Satellite,0,69.33333333333333,22.2,-1.2255726485964022,-1.223400980204234,0.7463082932411712,SS
Delhi,2024,8,2024-08-01,44.0,14.1,131,29.0,272.0,2.7,1400,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Good air quality period,OpenAQ + Satellite,0,49.333333333333336,15.799999999999995,-1.2924907500609348,-1.2913708246537958,0.7527996996953058,SS
Delhi,2024,9,2024-09-01,56.0,17.9,149,28.2,145.0,2.5,1100,Landlocked,30.2,21.8,0.875,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,49.333333333333336,15.799999999999995,-1.0917364456673366,-1.0926897408781533,0.7091094847507317,SS
Delhi,2024,10,2024-10-01,128.0,41.0,187,25.2,5.0,2.0,650,Landlocked,30.2,21.8,0.875,Diwali Nov 1,1,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,Pre-Diwali deterioration,OpenAQ + Satellite,0,76.0,24.33333333333333,0.1127893806942526,0.1150821104948333,0.5561320610223754,A
Delhi,2024,11,2024-11-01,160.0,51.2,218,19.8,2.0,1.7,450,Landlocked,30.2,21.8,0.875,Severe pollution,1,https://en.wikipedia.org/wiki/Air_pollution_in_Delhi,Stubble burning season; AQI 491 recorded Nov 18,OpenAQ + Satellite,0,114.66666666666669,36.7,0.6481341924105146,0.6483839669452431,0.5307856050608514,A
Delhi,2024,12,2024-12-01,176.0,56.3,234,14.2,6.0,1.6,300,Landlocked,30.2,21.8,0.875,GRAP Stage 4,1,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2089055,Emergency measures,OpenAQ + Satellite,0,154.66666666666666,49.5,0.9158065982686456,0.9150348951704476,0.5158291678832245,A
Delhi,2025,1,2025-01-01,168.0,53.8,226,12.0,10.0,1.8,300,Landlocked,30.4,22.0,0.885,CAQM measures active,1,https://www.aqi.in/in/dashboard/india/delhi/new-delhi,Projected ~76 µg/m³ annual; AQI 135 reported improvement,OpenAQ + Satellite,0,168.0,53.76666666666666,0.78197039533958,0.7843236558443669,0.5378888296633129,A
Delhi,2025,2,2025-02-01,152.0,48.6,210,15.5,13.0,2.0,350,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Winter; 2.0x multiplier; Projected,OpenAQ + Satellite,0,165.33333333333334,52.9,0.5142979894814491,0.5124442780461191,0.6039600622601293,S
Delhi,2025,3,2025-03-01,99.0,31.7,174,22.0,8.0,2.2,750,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg; Projected,OpenAQ + Satellite,0,139.66666666666666,44.7,-0.3723668549236097,-0.3711636997981872,0.6581772746582363,S
Delhi,2025,4,2025-04-01,91.0,29.1,170,27.5,3.0,2.8,900,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; Projected,OpenAQ + Satellite,0,114.0,36.46666666666667,-0.5062030578526752,-0.5071033886973111,0.6689995547631277,S
Delhi,2025,5,2025-05-01,99.0,31.7,174,31.0,10.0,3.0,1000,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Hot season; Projected,OpenAQ + Satellite,0,96.33333333333331,30.83333333333333,-0.3723668549236097,-0.3711636997981872,0.666211531914856,S
Delhi,2025,6,2025-06-01,53.0,17.0,145,32.0,80.0,3.2,1300,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Monsoon onset; Projected,OpenAQ + Satellite,0,81.0,25.933333333333326,-1.1419250217657362,-1.1397457870355423,0.720593971599757,SS
Delhi,2025,7,2025-07-01,46.0,14.7,134,29.5,240.0,2.8,1400,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Peak monsoon; Projected,OpenAQ + Satellite,0,66.0,21.13333333333333,-1.2590316993286683,-1.2600001272155366,0.7486711217703357,SS
Delhi,2025,8,2025-08-01,42.0,13.4,127,28.8,275.0,2.7,1400,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Good air quality; Projected,OpenAQ + Satellite,0,47.0,15.033333333333331,-1.3259498007932011,-1.3279699716650988,0.7553872338954916,SS
Delhi,2025,9,2025-09-01,53.0,17.0,145,28.0,148.0,2.5,1100,Landlocked,30.4,22.0,0.885,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; Projected based on improvement trend,OpenAQ + Satellite,0,47.0,15.033333333333331,-1.1419250217657362,-1.1397457870355423,0.7121935894987567,SS
Ghaziabad,2018,1,2018-01-01,275.0,88.0,300,13.8,16.0,1.6,280,Landlocked,2.38,15.5,0.037,No Event,0,https://www.iqair.com/us/india/ghaziabad | https://power.larc.nasa.gov/,World's most polluted city 2018; ~125 µg/m³ annual,OpenAQ + Satellite,0,275.0,88.0,2.0398785729169275,2.040369446884351,0.2998788938037175,D
Ghaziabad,2018,2,2018-02-01,250.0,80.0,300,17.0,19.0,1.8,320,Landlocked,2.38,15.5,0.037,No Event,0,https://www.iqair.com/us/india/ghaziabad,Winter peak; 2.0x multiplier; NCR pollution,OpenAQ + Satellite,0,262.5,84.0,1.6687448627649706,1.6691391650487946,0.5500177904599675,A
Ghaziabad,2018,3,2018-03-01,163.0,52.2,221,23.5,13.0,2.0,720,Landlocked,2.38,15.5,0.037,No Event,0,https://power.larc.nasa.gov/,Spring transition; 1.3x annual avg,OpenAQ + Satellite,0,229.3333333333333,73.39999999999999,0.3771995514361608,0.3791139356702363,0.6042430290803084,S
Ghaziabad,2018,4,2018-04-01,150.0,48.0,207,29.2,9.0,2.6,880,Landlocked,2.38,15.5,0.037,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon dust; 1.2x multiplier,OpenAQ + Satellite,0,187.66666666666663,60.06666666666666,0.1842100221571432,0.184218037706569,0.6162476216251348,S
Ghaziabad,2018,5,2018-05-01,163.0,52.2,221,32.8,16.0,2.8,980,Landlocked,2.38,15.5,0.037,No Event,0,https://power.larc.nasa.gov/,Hot dry season; construction dust,OpenAQ + Satellite,0,158.66666666666666,50.8,0.3771995514361608,0.3791139356702363,0.6097217973080715,S
Ghaziabad,2018,6,2018-06-01,88.0,28.2,171,33.5,62.0,3.0,1280,Landlocked,2.38,15.5,0.037,No Event,0,https://power.larc.nasa.gov/,Monsoon onset; 0.7x annual avg,OpenAQ + Satellite,0,133.66666666666666,42.8,-0.7362015790197096,-0.7345769098364331,0.6678314946401686,S
Ghaziabad,2018,7,2018-07-01,75.0,24.0,163,30.8,205.0,2.6,1380,Landlocked,2.38,15.5,0.037,No Event,0,https://power.larc.nasa.gov/,Peak monsoon; 0.6x multiplier,OpenAQ + Satellite,0,108.66666666666669,34.800000000000004,-0.9291911082987272,-0.9294728078001,0.6929302503269015,S
Ghaziabad,2018,8,2018-08-01,69.0,22.1,158,30.2,240.0,2.5,1380,Landlocked,2.38,15.5,0.037,No Event,0,https://power.larc.nasa.gov/,Best air quality period,OpenAQ + Satellite,0,77.33333333333333,24.766666666666666,-1.0182631987351969,-1.0176399997360446,0.6984146077909211,S
Ghaziabad,2018,9,2018-09-01,88.0,28.2,171,29.5,120.0,2.3,1080,Landlocked,2.38,15.5,0.037,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,77.33333333333333,24.766666666666666,-0.7362015790197096,-0.7345769098364331,0.654938760169284,S
Ghaziabad,2018,10,2018-10-01,200.0,64.0,262,26.8,10.0,1.8,620,Landlocked,2.38,15.5,0.037,Diwali pollution,1,https://www.iqair.com/us/india/ghaziabad,Severe pollution; 1.6x multiplier,OpenAQ + Satellite,0,119.0,38.1,0.9264774424610568,0.926678601377682,0.4808435377530178,B
Ghaziabad,2018,11,2018-11-01,250.0,80.0,300,21.2,7.0,1.5,420,Landlocked,2.38,15.5,0.037,Stubble burning,1,https://www.iqair.com/us/india/ghaziabad,Extreme pollution; 2.0x multiplier,OpenAQ + Satellite,0,179.33333333333334,57.4,1.6687448627649706,1.6691391650487946,0.4432274896351705,B
Ghaziabad,2018,12,2018-12-01,275.0,88.0,300,15.5,11.0,1.4,280,Landlocked,2.38,15.5,0.037,Winter emergency,1,https://www.iqair.com/us/india/ghaziabad,Worst in world; 2.2x annual avg,OpenAQ + Satellite,0,241.66666666666663,77.33333333333333,2.0398785729169275,2.040369446884351,0.4313638972945701,B
Ghaziabad,2019,1,2019-01-01,264.0,84.5,300,13.5,15.0,1.6,280,Landlocked,2.42,15.8,0.038,No Event,0,https://www.iqair.com/us/india/ghaziabad,Still world's most polluted; ~120 µg/m³ annual,OpenAQ + Satellite,0,263.0,84.16666666666667,1.8765797404500664,1.8779561985812951,0.519440022747067,A
Ghaziabad,2019,2,2019-02-01,240.0,76.8,300,16.8,18.0,1.8,320,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Winter peak; 2.0x multiplier,OpenAQ + Satellite,0,259.6666666666667,83.10000000000001,1.5202913787041878,1.520647052314572,0.5420731607415586,A
Ghaziabad,2019,3,2019-03-01,156.0,49.9,214,23.2,12.0,2.0,720,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg,OpenAQ + Satellite,0,220.0,70.4,0.2732821125936129,0.2723852296425136,0.6106100951954091,S
Ghaziabad,2019,4,2019-04-01,144.0,46.1,199,28.8,8.0,2.6,880,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; 1.2x multiplier,OpenAQ + Satellite,0,180.0,57.6,0.0951379317206736,0.0960508457706244,0.6204665813410021,S
Ghaziabad,2019,5,2019-05-01,156.0,49.9,214,32.5,15.0,2.8,980,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Hot season; industrial pollution,OpenAQ + Satellite,0,152.0,48.63333333333333,0.2732821125936129,0.2723852296425136,0.6126326329249223,S
Ghaziabad,2019,6,2019-06-01,84.0,26.9,168,33.2,65.0,3.0,1280,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Monsoon begins; 0.7x annual avg,OpenAQ + Satellite,0,128.0,40.96666666666666,-0.7955829726440228,-0.794901830634711,0.6707290961142945,S
Ghaziabad,2019,7,2019-07-01,72.0,23.0,161,30.5,212.0,2.6,1380,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Monsoon peak; 0.6x multiplier,OpenAQ + Satellite,0,104.0,33.266666666666666,-0.973727153516962,-0.9758765930295448,0.6960336085321158,S
Ghaziabad,2019,8,2019-08-01,66.0,21.1,157,29.8,245.0,2.5,1380,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Cleaner period,OpenAQ + Satellite,0,74.0,23.666666666666668,-1.0627992439534315,-1.0640437849654891,0.7012020292629961,SS
Ghaziabad,2019,9,2019-09-01,84.0,26.9,168,29.2,125.0,2.3,1080,Landlocked,2.42,15.8,0.038,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,74.0,23.666666666666668,-0.7955829726440228,-0.794901830634711,0.6584420445255039,S
Ghaziabad,2019,10,2019-10-01,192.0,61.4,252,26.5,9.0,1.8,620,Landlocked,2.42,15.8,0.038,Diwali Oct 27,1,https://www.iqair.com/us/india/ghaziabad,Festive pollution spike,OpenAQ + Satellite,0,114.0,36.46666666666667,0.8077146552124307,0.806028759781126,0.4878734422860201,B
Ghaziabad,2019,11,2019-11-01,240.0,76.8,300,21.0,6.0,1.5,420,Landlocked,2.42,15.8,0.038,Stubble burning,1,https://www.iqair.com/us/india/ghaziabad,Severe pollution episode,OpenAQ + Satellite,0,172.0,55.03333333333333,1.5202913787041878,1.520647052314572,0.4500610034721768,B
Ghaziabad,2019,12,2019-12-01,264.0,84.5,300,15.2,10.0,1.4,280,Landlocked,2.42,15.8,0.038,Health emergency,1,https://www.iqair.com/us/india/ghaziabad,Extreme winter pollution,OpenAQ + Satellite,0,232.0,74.23333333333333,1.8765797404500664,1.8779561985812951,0.438412867138055,B
Ghaziabad,2020,1,2020-01-01,212.0,67.8,281,13.2,14.0,1.6,280,Landlocked,2.45,16.0,0.032,No Event,0,https://www.iqair.com/us/india/ghaziabad,COVID impact begins; ~97 µg/m³ annual,OpenAQ + Satellite,0,238.66666666666663,76.36666666666666,1.1046216233339965,1.103012985249571,0.5467126783869029,A
Ghaziabad,2020,2,2020-02-01,194.0,62.1,255,16.5,17.0,1.8,320,Landlocked,2.45,16.0,0.032,No Event,0,https://power.larc.nasa.gov/,Pre-lockdown; 2.0x multiplier,OpenAQ + Satellite,0,223.3333333333333,71.46666666666667,0.8374053520245873,0.8385114094417373,0.5658983160192772,A
Ghaziabad,2020,3,2020-03-01,126.0,40.3,185,23.0,11.0,2.0,720,Landlocked,2.45,16.0,0.032,COVID Lockdown,1,https://power.larc.nasa.gov/,Lockdown improvement,OpenAQ + Satellite,0,177.33333333333334,56.73333333333333,-0.1720783395887352,-0.173091108560154,0.575141756064211,A
Ghaziabad,2020,4,2020-04-01,78.0,25.0,164,28.5,7.0,2.6,880,Landlocked,2.45,16.0,0.032,Full Lockdown,1,https://power.larc.nasa.gov/,Major reduction,OpenAQ + Satellite,0,132.66666666666666,42.46666666666667,-0.8846550630804924,-0.8830690225706556,0.6004246456793666,S
Ghaziabad,2020,5,2020-05-01,97.0,31.0,173,32.2,14.0,2.8,980,Landlocked,2.45,16.0,0.032,Lockdown extended,1,https://power.larc.nasa.gov/,Partial recovery,OpenAQ + Satellite,0,100.33333333333331,32.1,-0.6025934433650052,-0.6046463111939883,0.5892697169314489,A
Ghaziabad,2020,6,2020-06-01,68.0,21.8,159,33.0,68.0,3.0,1280,Landlocked,2.45,16.0,0.032,Unlock 1.0,1,https://power.larc.nasa.gov/,Monsoon + reduced activity,OpenAQ + Satellite,0,81.0,25.933333333333334,-1.033108547141275,-1.031561135304878,0.6269919947846552,S
Ghaziabad,2020,7,2020-07-01,58.0,18.6,151,30.2,218.0,2.6,1380,Landlocked,2.45,16.0,0.032,No Event,0,https://power.larc.nasa.gov/,Lowest levels recorded,OpenAQ + Satellite,0,74.33333333333333,23.8,-1.1815620312020578,-1.1800532480391006,0.7017868291712599,SS
Ghaziabad,2020,8,2020-08-01,53.0,17.0,145,29.5,250.0,2.5,1380,Landlocked,2.45,16.0,0.032,No Event,0,https://power.larc.nasa.gov/,Best air quality,OpenAQ + Satellite,0,59.66666666666666,19.133333333333336,-1.2557887732324493,-1.2542993044062118,0.7114617918508824,SS
Ghaziabad,2020,9,2020-09-01,68.0,21.8,159,29.0,130.0,2.3,1080,Landlocked,2.45,16.0,0.032,Unlock phases,0,https://power.larc.nasa.gov/,Gradual increase,OpenAQ + Satellite,0,59.66666666666666,19.133333333333336,-1.033108547141275,-1.031561135304878,0.6716064953725879,S
Ghaziabad,2020,10,2020-10-01,155.0,49.6,212,26.2,8.0,1.8,620,Landlocked,2.45,16.0,0.032,Diwali Nov 14,1,https://www.iqair.com/us/india/ghaziabad,Return of pollution,OpenAQ + Satellite,0,92.0,29.46666666666667,0.2584367641875346,0.2584640940736804,0.5190556307452173,A
Ghaziabad,2020,11,2020-11-01,194.0,62.1,255,20.8,5.0,1.5,420,Landlocked,2.45,16.0,0.032,Stubble burning,1,https://power.larc.nasa.gov/,Severe levels return,OpenAQ + Satellite,0,139.0,44.5,0.8374053520245873,0.8385114094417373,0.4871123480597495,B
Ghaziabad,2020,12,2020-12-01,212.0,67.8,281,15.0,9.0,1.4,280,Landlocked,2.45,16.0,0.032,No Event,0,https://power.larc.nasa.gov/,Winter deterioration,OpenAQ + Satellite,0,187.0,59.833333333333336,1.1046216233339965,1.103012985249571,0.5191262466890852,A
Ghaziabad,2021,1,2021-01-01,220.0,70.4,290,12.8,13.0,1.6,280,Landlocked,2.48,16.2,0.035,No Event,0,https://www.iqair.com/us/india/ghaziabad,~100 µg/m³ annual; slight worsening,OpenAQ + Satellite,0,208.66666666666663,66.76666666666667,1.2233844105826224,1.2236628268461271,0.5370674053507482,A
Ghaziabad,2021,2,2021-02-01,200.0,64.0,262,16.2,16.0,1.8,320,Landlocked,2.48,16.2,0.035,No Event,0,https://power.larc.nasa.gov/,Winter; 2.0x multiplier,OpenAQ + Satellite,0,210.66666666666663,67.39999999999999,0.9264774424610568,0.926678601377682,0.5605047259327718,A
Ghaziabad,2021,3,2021-03-01,130.0,41.6,189,22.8,10.0,2.0,720,Landlocked,2.48,16.2,0.035,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg,OpenAQ + Satellite,0,183.3333333333333,58.66666666666666,-0.1126969459644221,-0.1127661877618759,0.6220899439326713,S
Ghaziabad,2021,4,2021-04-01,120.0,38.4,184,28.2,6.0,2.6,880,Landlocked,2.48,16.2,0.035,COVID second wave,1,https://power.larc.nasa.gov/,Partial lockdowns; 1.2x multiplier,OpenAQ + Satellite,0,150.0,48.0,-0.2611504300252049,-0.2612583004960986,0.5869779658816477,A
Ghaziabad,2021,5,2021-05-01,130.0,41.6,189,31.8,13.0,2.8,980,Landlocked,2.48,16.2,0.035,Health crisis,1,https://power.larc.nasa.gov/,COVID peak period,OpenAQ + Satellite,0,126.66666666666669,40.53333333333333,-0.1126969459644221,-0.1127661877618759,0.5826123280702998,A
Ghaziabad,2021,6,2021-06-01,70.0,22.4,160,32.8,70.0,3.0,1280,Landlocked,2.48,16.2,0.035,No Event,0,https://power.larc.nasa.gov/,Monsoon relief; 0.7x annual avg,OpenAQ + Satellite,0,106.66666666666669,34.13333333333333,-1.0034178503291185,-1.0037188641672117,0.6785839377773074,S
Ghaziabad,2021,7,2021-07-01,60.0,19.2,153,30.0,220.0,2.6,1380,Landlocked,2.48,16.2,0.035,No Event,0,https://power.larc.nasa.gov/,Good monsoon; 0.6x multiplier,OpenAQ + Satellite,0,86.66666666666667,27.73333333333333,-1.1518713343899012,-1.152210976901434,0.703960255947513,SS
Ghaziabad,2021,8,2021-08-01,55.0,17.6,148,29.2,255.0,2.5,1380,Landlocked,2.48,16.2,0.035,No Event,0,https://power.larc.nasa.gov/,Cleaner period,OpenAQ + Satellite,0,61.66666666666666,19.73333333333333,-1.226098076420293,-1.2264570332685452,0.7095144098858261,SS
Ghaziabad,2021,9,2021-09-01,70.0,22.4,160,28.8,132.0,2.3,1080,Landlocked,2.48,16.2,0.035,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,61.66666666666666,19.73333333333333,-1.0034178503291185,-1.0037188641672117,0.6674924308641713,S
Ghaziabad,2021,10,2021-10-01,160.0,51.2,218,25.8,7.0,1.8,620,Landlocked,2.48,16.2,0.035,Diwali Nov 4,1,https://www.iqair.com/us/india/ghaziabad,Festival pollution,OpenAQ + Satellite,0,95.0,30.4,0.332663506217926,0.3327101504407918,0.5141882361309349,A
Ghaziabad,2021,11,2021-11-01,200.0,64.0,262,20.5,4.0,1.5,420,Landlocked,2.48,16.2,0.035,Stubble burning,1,https://www.iqair.com/us/india/ghaziabad,Severe pollution,OpenAQ + Satellite,0,143.33333333333334,45.866666666666674,0.9264774424610568,0.926678601377682,0.4824112213831415,B
Ghaziabad,2021,12,2021-12-01,220.0,70.4,290,14.8,8.0,1.4,280,Landlocked,2.48,16.2,0.035,Winter emergency,1,https://power.larc.nasa.gov/,Cold weather inversion,OpenAQ + Satellite,0,193.3333333333333,61.866666666666674,1.2233844105826224,1.2236628268461271,0.4677283514128821,B
Ghaziabad,2022,1,2022-01-01,216.0,69.1,286,12.5,12.0,1.6,280,Landlocked,2.5,16.5,0.036,NCR pollution control,1,https://www.iqair.com/us/india/ghaziabad,~98 µg/m³ annual; slight improvement,OpenAQ + Satellite,0,212.0,67.83333333333333,1.164003016958309,1.1633379060478488,0.4956991187536543,B
Ghaziabad,2022,2,2022-02-01,196.0,62.7,257,16.0,15.0,1.8,320,Landlocked,2.5,16.5,0.036,CAQM measures,1,https://power.larc.nasa.gov/,Winter; 2.0x multiplier,OpenAQ + Satellite,0,210.66666666666663,67.4,0.8670960488367438,0.8663536805794041,0.5187650546449304,A
Ghaziabad,2022,3,2022-03-01,127.0,40.6,187,22.5,9.0,2.0,720,Landlocked,2.5,16.5,0.036,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg,OpenAQ + Satellite,0,179.66666666666666,57.46666666666667,-0.157232991182657,-0.1591699729913205,0.6232794522027556,S
Ghaziabad,2022,4,2022-04-01,118.0,37.8,183,28.0,5.0,2.6,880,Landlocked,2.5,16.5,0.036,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; 1.2x multiplier,OpenAQ + Satellite,0,147.0,47.03333333333333,-0.2908411268373614,-0.2891005716337654,0.6323329919817139,S
Ghaziabad,2022,5,2022-05-01,127.0,40.6,187,31.5,12.0,2.8,980,Landlocked,2.5,16.5,0.036,No Event,0,https://power.larc.nasa.gov/,Hot season,OpenAQ + Satellite,0,124.0,39.66666666666666,-0.157232991182657,-0.1591699729913205,0.6288370739363321,S
Ghaziabad,2022,6,2022-06-01,69.0,22.1,158,32.5,72.0,3.0,1280,Landlocked,2.5,16.5,0.036,No Event,0,https://power.larc.nasa.gov/,Monsoon onset; 0.7x annual avg,OpenAQ + Satellite,0,104.66666666666669,33.5,-1.0182631987351969,-1.0176399997360446,0.6800770899655693,S
Ghaziabad,2022,7,2022-07-01,59.0,18.9,152,29.8,225.0,2.6,1380,Landlocked,2.5,16.5,0.036,No Event,0,https://power.larc.nasa.gov/,Peak monsoon; 0.6x multiplier,OpenAQ + Satellite,0,85.0,27.2,-1.1667166827959796,-1.1661321124702673,0.705888924284995,SS
Ghaziabad,2022,8,2022-08-01,54.0,17.3,146,29.0,258.0,2.5,1380,Landlocked,2.5,16.5,0.036,No Event,0,https://power.larc.nasa.gov/,Good air quality,OpenAQ + Satellite,0,60.66666666666666,19.433333333333334,-1.2409434248263709,-1.2403781688373785,0.7113590088536996,SS
Ghaziabad,2022,9,2022-09-01,69.0,22.1,158,28.5,135.0,2.3,1080,Landlocked,2.5,16.5,0.036,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,60.66666666666666,19.433333333333334,-1.0182631987351969,-1.0176399997360446,0.6692993747248475,S
Ghaziabad,2022,10,2022-10-01,157.0,50.2,213,25.5,6.0,1.8,620,Landlocked,2.5,16.5,0.036,Diwali Oct 24,1,https://www.iqair.com/us/india/ghaziabad,Festive pollution,OpenAQ + Satellite,0,93.33333333333331,29.866666666666664,0.2881274609996911,0.2863063652113472,0.5174234952877818,A
Ghaziabad,2022,11,2022-11-01,196.0,62.7,257,20.2,3.0,1.5,420,Landlocked,2.5,16.5,0.036,Stubble burning,1,https://www.iqair.com/us/india/ghaziabad,Severe pollution,OpenAQ + Satellite,0,140.66666666666666,45.0,0.8670960488367438,0.8663536805794041,0.4862786956757309,B
Ghaziabad,2022,12,2022-12-01,216.0,69.1,286,14.5,7.0,1.4,280,Landlocked,2.5,16.5,0.036,GRAP measures,1,https://power.larc.nasa.gov/,Emergency actions,OpenAQ + Satellite,0,189.66666666666663,60.66666666666666,1.164003016958309,1.1633379060478488,0.4712663434628131,B
Ghaziabad,2023,1,2023-01-01,206.0,65.9,272,12.2,11.0,1.6,280,Landlocked,2.52,16.8,0.037,CAQM actions,1,https://www.iqair.com/us/india/ghaziabad,~94 µg/m³ annual; continued improvement,OpenAQ + Satellite,0,206.0,65.89999999999999,1.0155495328975266,1.0148457933136268,0.5024684420189403,A
Ghaziabad,2023,2,2023-02-01,188.0,60.2,247,15.8,14.0,1.8,320,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Winter; 2.0x multiplier,OpenAQ + Satellite,0,203.3333333333333,65.06666666666666,0.7483332615881176,0.7503442175057927,0.5685512320597387,A
Ghaziabad,2023,3,2023-03-01,122.0,39.0,184,22.2,8.0,2.0,720,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Spring; 1.3x annual avg,OpenAQ + Satellite,0,172.0,55.03333333333333,-0.2314597332130483,-0.2334160293584318,0.6251803254459292,S
Ghaziabad,2023,4,2023-04-01,113.0,36.2,180,27.8,4.0,2.6,880,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Pre-monsoon; 1.2x multiplier,OpenAQ + Satellite,0,141.0,45.133333333333326,-0.3650678688677528,-0.3633466280008764,0.6345507813873876,S
Ghaziabad,2023,5,2023-05-01,122.0,39.0,184,31.2,11.0,2.8,980,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Hot dry season,OpenAQ + Satellite,0,119.0,38.06666666666666,-0.2314597332130483,-0.2334160293584318,0.6313703654227345,S
Ghaziabad,2023,6,2023-06-01,66.0,21.1,157,32.2,74.0,3.0,1280,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Monsoon begins; 0.7x annual avg,OpenAQ + Satellite,0,100.33333333333331,32.099999999999994,-1.0627992439534315,-1.0640437849654891,0.6823143234882633,S
Ghaziabad,2023,7,2023-07-01,56.0,17.9,149,29.5,228.0,2.6,1380,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Monsoon peak; 0.6x multiplier,OpenAQ + Satellite,0,81.33333333333333,26.0,-1.2112527280142145,-1.2125358976997118,0.7085562747874877,SS
Ghaziabad,2023,8,2023-08-01,52.0,16.6,143,28.8,260.0,2.5,1380,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Best air quality,OpenAQ + Satellite,0,58.0,18.533333333333328,-1.2706341216385275,-1.2728608184979897,0.713454092576636,SS
Ghaziabad,2023,9,2023-09-01,66.0,21.1,157,28.2,138.0,2.3,1080,Landlocked,2.52,16.8,0.037,No Event,0,https://power.larc.nasa.gov/,Post-monsoon; 0.7x annual avg,OpenAQ + Satellite,0,58.0,18.533333333333328,-1.0627992439534315,-1.0640437849654891,0.671738280610504,S
Ghaziabad,2023,10,2023-10-01,150.0,48.0,207,25.2,5.0,1.8,620,Landlocked,2.52,16.8,0.037,Diwali Nov 12,1,https://www.iqair.com/us/india/ghaziabad,Pre-Diwali pollution,OpenAQ + Satellite,0,89.33333333333333,28.566666666666663,0.1842100221571432,0.184218037706569,0.5224349787131596,A
